"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Pelforth Blonde","Brasserie Heineken","75","http://beeradvocate.com/beer/profile/4262/17654/?sort=topr","English Pale Ale","{'Georgia': 1, 'Wisconsin': 1, 'California': 1, 'Pennsylvania': 1, 'Michigan': 1, 'Finland': 1, 'Minnesota': 1, 'Oregon': 1, 'Illinois': 2, 'New Jersey': 1, 'Connecticut': 1, 'South Carolina': 1, 'Germany': 1, 'Massachusetts': 1, 'Switzerland': 1, 'Ohio': 1, 'United Kingdom (England)': 2, 'France': 1, 'Maryland': 1}","21","112","22","53","62","37","38","6"
"Fretzy's Unfiltered Pale Ale","The Phoenix Ale Brewery","72","http://beeradvocate.com/beer/profile/26382/71281/?sort=topr","English Pale Ale","{'Arizona': 7, 'California': 2}","9","43","10","32","19","17","25","1"
"Organic Real Ale","Laverstoke Park Farm","75","http://beeradvocate.com/beer/profile/18067/44149/?sort=topr","English Pale Ale","{'New Jersey': 2, 'Kansas': 1, 'Washington': 2, 'Minnesota': 1, 'North Carolina': 2, 'Illinois': 3, 'Pennsylvania': 1, 'New York': 2, 'California': 2, 'Kentucky': 1, 'South Carolina': 2, 'Ohio': 1, 'United Kingdom (England)': 1, 'Texas': 1, 'Massachusetts': 1}","23","148","54","90","81","45","71","11"
"Mt Macedon Ale","Holgate Brewhouse / Keatings Hotel","78","http://beeradvocate.com/beer/profile/2563/8795/?sort=topr","English Pale Ale","{'Japan': 1, 'Alberta (Canada)': 1, 'Australia': 19, 'Florida': 1, 'United Kingdom (England)': 1}","23","95","40","77","66","54","92","8"
"Harveys Tom Paine Original Ale","Harvey &amp; Son Ltd.","86","http://beeradvocate.com/beer/profile/164/5283/?sort=topr","English Pale Ale","{'Georgia': 1, 'Iowa': 1, 'Colorado': 2, 'Pennsylvania': 1, 'Michigan': 3, 'Florida': 1, 'Minnesota': 3, 'North Carolina': 2, 'Illinois': 1, 'California': 1, 'Missouri': 1, 'Ohio': 1, 'United Kingdom (England)': 2, 'United Kingdom (Northern Ireland)': 1, 'Maine': 1, 'Texas': 1}","23","92","67","104","118","52","94","12"
"Hitachino Nest Pale Ale","Kiuchi Brewery","85","http://beeradvocate.com/beer/profile/697/7701/?sort=topr","English Pale Ale","{'Arizona': 1, 'Pennsylvania': 1, 'Alberta (Canada)': 2, 'Washington': 1, 'Virginia': 1, 'Australia': 2, 'Massachusetts': 1, 'Ohio': 1, 'Japan': 3, 'United Kingdom (England)': 3}","16","73","27","51","55","32","71","4"
"James Squire 150 Lashes","Malt Shovel Brewery","72","http://beeradvocate.com/beer/profile/494/72251/?sort=topr","English Pale Ale","{'Alberta (Canada)': 1, 'Australia': 15, 'Missouri': 1, 'New York': 1, 'Ontario (Canada)': 1}","19","155","11","55","52","48","53","1"
"Rare Breed: Blind Salamander","Rahr &amp; Sons Brewing Company","80","http://beeradvocate.com/beer/profile/9969/45904/?sort=topr","English Pale Ale","{'Colorado': 1, 'New York': 2, 'California': 1, 'Massachusetts': 1, 'Missouri': 2, 'Texas': 20}","27","103","77","38","95","62","92","0"
"Fuller's Summer Ale","Fuller Smith &amp; Turner PLC","82","http://beeradvocate.com/beer/profile/71/1166/?sort=topr","English Pale Ale","{'United Kingdom (Northern Ireland)': 1, 'North Carolina': 1, 'Illinois': 1, 'Sweden': 3, 'Arizona': 1, 'Arkansas': 1, 'Kentucky': 1, 'California': 2, 'United Kingdom (England)': 6, 'Nevada': 1, 'Ontario (Canada)': 1}","19","160","18","45","59","43","90","8"
"Caffrey's Premium Beer","Coors Brewers Ltd","74","http://beeradvocate.com/beer/profile/3351/8999/?sort=topr","English Pale Ale","{'Manitoba (Canada)': 1, 'Australia': 1, 'Pennsylvania': 1, 'Alberta (Canada)': 2, 'Florida': 1, 'New Jersey': 1, 'California': 1, 'Missouri': 1, 'United Kingdom (England)': 2, 'Ontario (Canada)': 2}","13","64","40","19","47","27","17","0"
"Stock Ale","Rock Art Brewery","84","http://beeradvocate.com/beer/profile/1805/16105/?sort=topr","English Pale Ale","{'Vermont': 3, 'Connecticut': 1, 'New York': 1, 'Arkansas': 1, 'Massachusetts': 5, 'Maryland': 1, 'Maine': 1}","13","48","16","19","46","30","32","1"
"Rebel Red","Franciscan Well Micro Brewery","84","http://beeradvocate.com/beer/profile/2294/5802/?sort=topr","English Pale Ale","{'Georgia': 1, 'Italy': 1, 'Pennsylvania': 1, 'Finland': 1, 'Minnesota': 1, 'Illinois': 1, 'New York': 1, 'California': 2, 'Ireland': 1, 'Belgium': 1, 'Germany': 1, 'United Kingdom (Northern Ireland)': 1}","13","36","36","37","51","23","39","0"
"Heavy Seas","Powder Monkey Pale Ale","79","http://beeradvocate.com/beer/profile/898/91000/?sort=topr","English Pale Ale","{'New York': 1, 'North Carolina': 2}","3","19","7","8","11","8","22","0"
"Harvest Gold Pale Ale","Barley Days Brewery","78","http://beeradvocate.com/beer/profile/12949/37572/?sort=topr","English Pale Ale","{'Missouri': 1, 'British Columbia (Canada)': 1, 'Massachusetts': 1, 'Ontario (Canada)': 12}","15","95","16","44","42","24","42","5"
"Kosciuszko Pale Ale","Kosciuszko Brewing Company","75","http://beeradvocate.com/beer/profile/21431/54357/?sort=topr","English Pale Ale","{'Alberta (Canada)': 1, 'Australia': 13}","14","99","5","51","23","35","46","3"
"Great Blue Heron Pale Ale","Elk Creek Cafe &amp; Aleworks","86","http://beeradvocate.com/beer/profile/16526/40786/?sort=topr","English Pale Ale","{'Pennsylvania': 7, 'Montana': 1}","8","76","10","21","42","21","51","5"
"Surfer's Summer Ale","Pelican Pub &amp; Brewery","83","http://beeradvocate.com/beer/profile/1304/13248/?sort=topr","English Pale Ale","{'Colorado': 1, 'Pennsylvania': 1, 'Florida': 1, 'Delaware': 1, 'Washington': 3, 'Minnesota': 1, 'Oregon': 3, 'Kentucky': 1, 'Maryland': 1, 'Idaho': 1, 'British Columbia (Canada)': 2}","16","113","20","29","36","20","39","2"
"Iron Horse","Hepworth &amp; Co. (Brewers) Ltd.","81","http://beeradvocate.com/beer/profile/8560/23141/?sort=topr","English Pale Ale","{'Georgia': 1, 'Wisconsin': 3, 'Oklahoma': 1, 'North Carolina': 2, 'Illinois': 1, 'New York': 1, 'Arkansas': 1, 'Massachusetts': 2, 'Ireland': 1, 'Missouri': 1, 'Maryland': 1, 'United Kingdom (England)': 2, 'Ontario (Canada)': 1}","18","91","31","38","62","34","53","0"
"The Griz Pale Ale","Fernie Brewing Co.","76","http://beeradvocate.com/beer/profile/3795/12724/?sort=topr","English Pale Ale","{'Saskatchewan (Canada)': 1, 'Alberta (Canada)': 10, 'Illinois': 1, 'British Columbia (Canada)': 2, 'Michigan': 2, 'Ontario (Canada)': 1}","17","123","22","35","60","39","83","3"
"El Toro Oro Golden Ale","El Toro Brewing Co.","79","http://beeradvocate.com/beer/profile/640/6767/?sort=topr","English Pale Ale","{'Georgia': 1, 'Wisconsin': 2, 'New Jersey': 2, 'Minnesota': 1, 'Illinois': 2, 'Pennsylvania': 1, 'Arizona': 1, 'California': 2, 'South Carolina': 1, 'Iowa': 1}","14","77","15","39","35","26","52","1"
"Brains S. A.","SA Brain &amp; Company Ltd","81","http://beeradvocate.com/beer/profile/801/2451/?sort=topr","English Pale Ale","{'Mississippi': 1, 'Australia': 4, 'Colorado': 1, 'Pennsylvania': 1, 'Virginia': 1, 'France': 1, 'New York': 1, 'United Kingdom (England)': 5, 'United Kingdom (Northern Ireland)': 1, 'Maryland': 1, 'Rhode Island': 1}","18","57","34","27","36","26","43","0"
"Cwrw Braf","Tomos Watkin Brewery","82","http://beeradvocate.com/beer/profile/8405/27694/?sort=topr","English Pale Ale","{'Korea (North)': 1, 'Arizona': 1, 'New Jersey': 3, 'Florida': 2, 'North Carolina': 2, 'New York': 2, 'New Hampshire': 1, 'Massachusetts': 1, 'South Carolina': 1, 'Ohio': 1, 'Maryland': 2}","17","86","28","68","71","43","59","0"
"Will Power Pale Ale","Right Brain Brewery","83","http://beeradvocate.com/beer/profile/16503/46400/?sort=topr","English Pale Ale","{'Pennsylvania': 1, 'Ohio': 1, 'Texas': 1}","3","21","2","8","6","5","15","0"
"Rusty","Messrs Maguire","81","http://beeradvocate.com/beer/profile/2295/12157/?sort=topr","English Pale Ale","{'Wisconsin': 1, 'Colorado': 1, 'Alberta (Canada)': 1, 'Finland': 1, 'North Carolina': 1, 'Illinois': 1, 'Connecticut': 1, 'California': 1, 'Ireland': 1, 'Italy': 1}","10","35","36","17","34","19","33","1"
"Worthington's Red Shield","Museum Brewing Company / White Shield Brewery","84","http://beeradvocate.com/beer/profile/3349/83837/?sort=topr","English Pale Ale","{'Wisconsin': 1, 'United Kingdom (England)': 2, 'Washington': 2, 'Massachusetts': 1, 'Indiana': 1}","7","61","20","19","23","25","33","0"
"Early Bird","Shepherd Neame Ltd","79","http://beeradvocate.com/beer/profile/138/5760/?sort=topr","English Pale Ale","{'Virginia': 1, 'Oregon': 1, 'France': 1, 'Sweden': 3, 'New York': 1, 'Ireland': 1, 'United Kingdom (England)': 5, 'United Kingdom (Northern Ireland)': 1, 'Norway': 1}","16","90","23","52","40","38","80","6"
"St. Peter's Summer Ale","St. Peter's Brewery Co Ltd","83","http://beeradvocate.com/beer/profile/296/2439/?sort=topr","English Pale Ale","{'Australia': 2, 'Quebec (Canada)': 1, 'Virginia': 1, 'Minnesota': 1, 'Sweden': 2, 'Massachusetts': 1, 'Ohio': 1, 'United Kingdom (England)': 2, 'Ontario (Canada)': 3}","14","59","33","19","58","27","56","3"
"Toleration Ale (Gluten Free Ale)","Hambleton Ales","64","http://beeradvocate.com/beer/profile/1503/33062/?sort=topr","English Pale Ale","{'Vermont': 1, 'Georgia': 2, 'Wisconsin': 2, 'Indiana': 1, 'Michigan': 1, 'Virginia': 1, 'North Carolina': 2, 'Connecticut': 1, 'New York': 1, 'California': 2, 'Kentucky': 2, 'Ohio': 1, 'New Hampshire': 1, 'Maine': 1, 'Ontario (Canada)': 1}","20","64","27","60","65","32","26","4"
"John Martin's Pale Ale","John Martin's (John Martin SA)","80","http://beeradvocate.com/beer/profile/9534/20080/?sort=topr","English Pale Ale","{'Vermont': 1, 'Australia': 1, 'Italy': 1, 'Czech Republic': 1, 'Quebec (Canada)': 1, 'Finland': 1, 'France': 2, 'Massachusetts': 1, 'Ireland': 1, 'Belgium': 2, 'United Kingdom (England)': 1, 'United Kingdom (Northern Ireland)': 1, 'Norway': 1, 'Ontario (Canada)': 1}","16","58","32","31","91","35","61","16"
"Sheepshaggers Gold","Cairngorm Brewery Company, The","81","http://beeradvocate.com/beer/profile/3403/11963/?sort=topr","English Pale Ale","{'United Kingdom (England)': 1, 'Australia': 7, 'New Hampshire': 1, 'United Kingdom (Northern Ireland)': 2, 'United Kingdom (Scotland)': 1}","12","78","15","25","55","23","35","8"
"Chemung Canal Towpath Ale","Horseheads Brewing Inc.","84","http://beeradvocate.com/beer/profile/16261/41416/?sort=topr","English Pale Ale","{'Pennsylvania': 1, 'Indiana': 1, 'New York': 5}","7","48","16","22","39","27","20","6"
"Late Red","Shepherd Neame Ltd","84","http://beeradvocate.com/beer/profile/138/14696/?sort=topr","English Pale Ale","{'Pennsylvania': 1, 'Finland': 1, 'Sweden': 2, 'Switzerland': 1, 'United Kingdom (England)': 5, 'United Kingdom (Northern Ireland)': 2, 'British Columbia (Canada)': 1}","13","55","29","37","68","35","63","0"
"Royal Scandal","Peticolas Brewing Company","85","http://beeradvocate.com/beer/profile/28520/80520/?sort=topr","English Pale Ale","{'California': 1, 'Washington': 1, 'Texas': 1}","3","5","2","4","9","4","15","0"
"Smithwick's Pale Ale","Guinness Ltd.","77","http://beeradvocate.com/beer/profile/209/74130/?sort=topr","English Pale Ale","{'Ireland': 1, 'United Kingdom (Scotland)': 1}","2","13","1","1","18","9","6","0"
"Craftsman Poppyfields Pale Ale","Craftsman Brewing Co.","84","http://beeradvocate.com/beer/profile/2321/27844/?sort=topr","English Pale Ale","{'Australia': 1, 'California': 8, 'Arizona': 2, 'North Carolina': 1}","12","44","17","31","29","23","38","4"
"Mr Sno'balls","Harviestoun Brewery Ltd.","83","http://beeradvocate.com/beer/profile/323/54270/?sort=topr","English Pale Ale","{'Brazil': 1, 'Australia': 5, 'United Kingdom (Scotland)': 3, 'Alberta (Canada)': 7, 'Sweden': 3, 'Netherlands': 1, 'United Kingdom (England)': 1}","21","91","78","90","95","55","78","6"
"Australian Ale","Bridge Road Brewers","75","http://beeradvocate.com/beer/profile/11611/26526/?sort=topr","English Pale Ale","{'Australia': 13, 'Missouri': 1}","14","97","17","38","34","41","39","2"
"Great Lakes Pompous Ass Pale Ale","Great Lakes Brewery","86","http://beeradvocate.com/beer/profile/9408/53037/?sort=topr","English Pale Ale","{'Ontario (Canada)': 9}","9","23","22","41","38","18","35","0"
"Maris Otter","Blackstone Restaurant &amp; Brewery","82","http://beeradvocate.com/beer/profile/691/21650/?sort=topr","English Pale Ale","{'Georgia': 1, 'Alberta (Canada)': 1, 'Kentucky': 1, 'Illinois': 1, 'Tennessee': 1, 'Missouri': 1, 'Indiana': 1}","7","37","15","3","28","12","35","2"
"Ringwood Fortyniner","Ringwood Brewery","79","http://beeradvocate.com/beer/profile/2760/12759/?sort=topr","English Pale Ale","{'Australia': 1, 'Italy': 1, 'United Kingdom (Scotland)': 1, 'Singapore': 1, 'Oregon': 1, 'Sweden': 1, 'United Kingdom (England)': 4, 'British Columbia (Canada)': 1}","11","55","21","39","40","24","41","1"
"Reverend James","SA Brain &amp; Company Ltd","79","http://beeradvocate.com/beer/profile/801/2454/?sort=topr","English Pale Ale","{'Australia': 1, 'Alberta (Canada)': 3, 'Finland': 1, 'Connecticut': 1, 'France': 1, 'Sweden': 1, 'United Kingdom (England)': 7, 'United Kingdom (Northern Ireland)': 1}","16","68","48","43","94","43","54","4"
"Ringwood Boondoggle Summer Ale","Ringwood Brewery","80","http://beeradvocate.com/beer/profile/2760/12740/?sort=topr","English Pale Ale","{'Alberta (Canada)': 4, 'New York': 1, 'United Kingdom (England)': 5, 'United Kingdom (Wales)': 1}","11","60","19","36","26","33","50","0"
"La Mi Dòna","Amarcord Birra Artigianale (Spring Srl)","75","http://beeradvocate.com/beer/profile/7734/17598/?sort=topr","English Pale Ale","{'Korea (North)': 1, 'Iowa': 1, 'Georgia': 1, 'Wisconsin': 1, 'Colorado': 2, 'Pennsylvania': 1, 'Michigan': 5, 'Italy': 1, 'New Jersey': 1, 'New York': 2, 'Missouri': 1, 'Ohio': 2, 'Ontario (Canada)': 2}","21","92","28","46","95","44","35","3"
"British Pale Ale","7 Seas Brewery and Taproom","80","http://beeradvocate.com/beer/profile/20658/53677/?sort=topr","English Pale Ale","{'Washington': 7, 'Oregon': 2}","9","44","12","19","25","20","27","0"
"Torobayo Pale Ale","Compania Cervecera Kunstmann, S.A.","77","http://beeradvocate.com/beer/profile/9372/32383/?sort=topr","English Pale Ale","{'Australia': 2, 'Wisconsin': 1, 'Mexico': 1, 'Pennsylvania': 1, 'Alberta (Canada)': 1, 'Florida': 1, 'Oregon': 1, 'New York': 1, 'Massachusetts': 1, 'Missouri': 1}","11","44","22","25","49","20","31","0"
"Otro Mundo Golden Ale","Otro Mundo Brewing Company","75","http://beeradvocate.com/beer/profile/16791/40766/?sort=topr","English Pale Ale","{'Wisconsin': 1, 'Pennsylvania': 1, 'Florida': 1, 'Rhode Island': 1, 'New Jersey': 1, 'New York': 3, 'New Hampshire': 2, 'Massachusetts': 3, 'Missouri': 1}","14","87","15","33","63","34","35","5"
"Admiral's Ale","St. Austell Brewery","87","http://beeradvocate.com/beer/profile/6984/26017/?sort=topr","English Pale Ale","{'Australia': 1, 'United Kingdom (Scotland)': 1, 'Alberta (Canada)': 4, 'Oregon': 1, 'United Kingdom (Wales)': 1, 'New York': 1, 'Alabama': 1, 'United Kingdom (England)': 6}","16","66","41","59","63","39","73","4"
"Niagara's Best Blonde Ale","Syndicate Restaurant &amp; Brewery","76","http://beeradvocate.com/beer/profile/11856/24963/?sort=topr","English Pale Ale","{'Quebec (Canada)': 1, 'Massachusetts': 1, 'Ontario (Canada)': 12}","14","97","31","58","50","36","39","5"
"Orkney Raven Ale","Orkney Brewery","80","http://beeradvocate.com/beer/profile/118/12744/?sort=topr","English Pale Ale","{'Australia': 3, 'Italy': 1, 'United Kingdom (Scotland)': 2, 'Pennsylvania': 1, 'United Kingdom (Northern Ireland)': 1, 'Illinois': 1, 'Alabama': 1, 'Ontario (Canada)': 1, 'Norway': 1, 'United Kingdom (England)': 2, 'Spain': 1, 'British Columbia (Canada)': 1}","16","82","30","54","92","37","57","2"
"Urban Wilderness Pale Ale","Snowgoose Restaurant &amp; Pub / Sleeping Lady Brewing Company","88","http://beeradvocate.com/beer/profile/381/3595/?sort=topr","English Pale Ale","{'Arizona': 1, 'Pennsylvania': 1, 'Missouri': 1, 'Washington': 1, 'Alaska': 4, 'Georgia': 1, 'California': 1, 'Massachusetts': 1, 'Japan': 1, 'Ohio': 1}","13","69","20","25","59","28","61","2"
"Avalanche","Fyne Ales Ltd","87","http://beeradvocate.com/beer/profile/3411/45962/?sort=topr","English Pale Ale","{'Netherlands': 1, 'United Kingdom (Scotland)': 2, 'Quebec (Canada)': 1, 'Alberta (Canada)': 3, 'Sweden': 1, 'North Carolina': 1, 'Connecticut': 1, 'New York': 1, 'California': 1, 'Oregon': 1, 'United Kingdom (England)': 1, 'British Columbia (Canada)': 1, 'Ontario (Canada)': 3}","18","132","35","88","45","50","100","6"
"Fresh Nugs","Karbach Brewing Co.","85","http://beeradvocate.com/beer/profile/26762/86113/?sort=topr","English Pale Ale","{'Texas': 2}","2","8","1","11","6","4","18","3"
"MacLean's Pale Ale","F&amp;M Brewery","83","http://beeradvocate.com/beer/profile/708/12464/?sort=topr","English Pale Ale","{'British Columbia (Canada)': 1, 'Massachusetts': 1, 'Ontario (Canada)': 11}","13","56","36","35","46","23","43","1"
"Mountain Goat Pale Ale","Mountain Goat Beer Pty Ltd","78","http://beeradvocate.com/beer/profile/1540/5337/?sort=topr","English Pale Ale","{'Pennsylvania': 1, 'Japan': 1, 'United Kingdom (England)': 1, 'Australia': 13, 'Florida': 1}","17","100","14","56","31","35","58","6"
"Olde Pelican","Orlando Brewing Partners","83","http://beeradvocate.com/beer/profile/4614/34802/?sort=topr","English Pale Ale","{'New Jersey': 1, 'Florida': 5, 'Virginia': 1, 'North Carolina': 1, 'Illinois': 2, 'New Hampshire': 1, 'Ohio': 2, 'Texas': 1}","14","45","26","2","53","22","46","0"
"Scallywag Extra Pale Ale","Skull Coast Brewing Company","89","http://beeradvocate.com/beer/profile/22472/66454/?sort=topr","English Pale Ale","{'South Carolina': 6, 'North Carolina': 8}","14","76","13","14","27","28","19","2"
"Red Cuillin","Isle Of Skye Brewery","81","http://beeradvocate.com/beer/profile/577/11456/?sort=topr","English Pale Ale","{'United Kingdom (Scotland)': 2, 'Florida': 1, 'Sweden': 2, 'Massachusetts': 1, 'United Kingdom (England)': 1, 'United Kingdom (Northern Ireland)': 1, 'Texas': 1, 'Ontario (Canada)': 4}","13","64","41","24","39","26","38","8"
"Cháu Tiên Pale Ale","Cháu Tiên USA","85","http://beeradvocate.com/beer/profile/19666/36279/?sort=topr","English Pale Ale","{'Georgia': 1, 'Iowa': 1, 'North Carolina': 1, 'California': 11, 'Massachusetts': 1, 'Texas': 2}","17","76","37","73","91","32","64","5"
"Badger Original Ale","Badger Brewery, Hall and Woodhouse","77","http://beeradvocate.com/beer/profile/1306/5453/?sort=topr","English Pale Ale","{'Netherlands': 1, 'Italy': 1, 'United Kingdom (Scotland)': 1, 'New Zealand (Aotearoa)': 1, 'Sweden': 1, 'Australia': 1, 'New Hampshire': 2, 'Switzerland': 1, 'United Kingdom (England)': 4}","13","42","20","30","44","24","36","1"
"Kuhnhenn Timmy T's","Kuhnhenn Brewing Company","82","http://beeradvocate.com/beer/profile/2097/68749/?sort=topr","English Pale Ale","{'Pennsylvania': 1, 'Illinois': 1, 'Ontario (Canada)': 1}","3","25","1","6","5","4","10","0"
"English Summer Ale","Mad Fox Brewing Company","83","http://beeradvocate.com/beer/profile/23201/61690/?sort=topr","English Pale Ale","{'District of Columbia': 1, 'Florida': 1, 'Virginia': 4, 'New York': 1}","7","36","9","27","17","12","31","0"
"Flux Capacitor","Dogfish Head Brewery","84","http://beeradvocate.com/beer/profile/10099/79476/?sort=topr","English Pale Ale","{'New Jersey': 1}","1","4","5","1","2","2","3","0"
"Blond Bitch","Moorhouse's Brewery (Burnley) Ltd","78","http://beeradvocate.com/beer/profile/109/56968/?sort=topr","English Pale Ale","{'Vermont': 2, 'Virginia': 1, 'Kentucky': 1, 'Missouri': 2}","6","29","8","14","16","6","17","0"
"Butler's Pale Ale","Niagara Brewing Company","72","http://beeradvocate.com/beer/profile/617/37447/?sort=topr","English Pale Ale","{'Illinois': 1, 'Massachusetts': 1, 'District of Columbia': 1, 'Ontario (Canada)': 7}","10","64","9","18","8","21","30","0"
"Hurricane Jack","Fyne Ales Ltd","86","http://beeradvocate.com/beer/profile/3411/70031/?sort=topr","English Pale Ale","{'Alberta (Canada)': 2, 'New York': 1, 'United Kingdom (Scotland)': 1, 'North Carolina': 1, 'Ontario (Canada)': 1}","6","44","6","19","9","15","20","2"
"Forester Pale Ale","The Two Metre Tall Company Pty Ltd","74","http://beeradvocate.com/beer/profile/13670/30034/?sort=topr","English Pale Ale","{'Australia': 9, 'Washington': 1, 'Colorado': 1}","11","37","16","39","16","20","55","1"
"Ringwood Ale","Granite Brewery &amp; Restaurant","82","http://beeradvocate.com/beer/profile/816/12512/?sort=topr","English Pale Ale","{'British Columbia (Canada)': 1, 'Nova Scotia (Canada)': 2, 'Ontario (Canada)': 3}","6","37","12","20","16","13","11","0"
