"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Oktoberfest Lager Beer","Lakefront Brewery, Inc.","78","http://beeradvocate.com/beer/profile/741/5758/?sort=topr","Märzen / Oktoberfest","{'Iowa': 2, 'Oklahoma': 1, 'Minnesota': 6, 'Illinois': 6, 'Indiana': 3, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Arizona': 3, 'Wisconsin': 16, 'Michigan': 3, 'Kansas': 2, 'Virginia': 1, 'Connecticut': 2, 'New York': 1, 'California': 4, 'Massachusetts': 2, 'South Carolina': 4, 'New Hampshire': 2, 'Germany': 1, 'Georgia': 3, 'Pennsylvania': 8, 'Florida': 7, 'Rhode Island': 1, 'Missouri': 1, 'Ohio': 3, 'Alabama': 1, 'Colorado': 4, 'New Jersey': 5, 'Washington': 2, 'North Carolina': 1, 'Tennessee': 2, 'Nevada': 1}","100","391","173","171","501","191","179","37"
"Maierfest Lager","Rogue Ales","85","http://beeradvocate.com/beer/profile/132/51869/?sort=topr","Märzen / Oktoberfest","{'Mississippi': 1, 'Oklahoma': 3, 'Wyoming': 1, 'Minnesota': 1, 'Illinois': 7, 'Ohio': 5, 'Indiana': 3, 'Arizona': 1, 'Wisconsin': 5, 'Michigan': 1, 'Utah': 1, 'Virginia': 4, 'Oregon': 4, 'New York': 6, 'California': 6, 'Massachusetts': 4, 'South Carolina': 1, 'New Hampshire': 2, 'Alberta (Canada)': 3, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 4, 'Florida': 4, 'Rhode Island': 1, 'Australia': 3, 'Missouri': 3, 'Iowa': 1, 'Colorado': 2, 'Mexico': 1, 'New Jersey': 7, 'Washington': 3, 'North Carolina': 2, 'Tennessee': 3, 'District of Columbia': 2, 'Maine': 2}","100","531","197","173","503","234","215","28"
"Oktoberfest Lager","Sly Fox Brewing Company","82","http://beeradvocate.com/beer/profile/10397/30471/?sort=topr","Märzen / Oktoberfest","{'Minnesota': 2, 'Illinois': 1, 'Indiana': 1, 'Louisiana': 2, 'Texas': 3, 'Ontario (Canada)': 2, 'Arizona': 2, 'Oregon': 1, 'Connecticut': 2, 'New York': 19, 'California': 2, 'Massachusetts': 1, 'Pennsylvania': 32, 'Hawaii': 1, 'Rhode Island': 1, 'District of Columbia': 1, 'Ohio': 1, 'Colorado': 3, 'New Jersey': 15, 'Washington': 1, 'North Carolina': 4, 'Tennessee': 1, 'Maine': 1, 'British Columbia (Canada)': 1}","100","514","178","176","486","242","253","42"
"Summit Oktoberfest Marzen","Summit Brewing Company","82","http://beeradvocate.com/beer/profile/467/1785/?sort=topr","Märzen / Oktoberfest","{'Wyoming': 1, 'Minnesota': 28, 'Illinois': 8, 'New Mexico': 1, 'Ohio': 2, 'Indiana': 1, 'Texas': 7, 'Ontario (Canada)': 1, 'Iowa': 5, 'Michigan': 2, 'Kansas': 2, 'Virginia': 1, 'Connecticut': 1, 'Jordan': 1, 'South Carolina': 1, 'California': 1, 'Pennsylvania': 10, 'Florida': 2, 'Kentucky': 2, 'Nebraska': 3, 'Missouri': 6, 'Wisconsin': 8, 'Colorado': 1, 'New Jersey': 1, 'New York': 3, 'Nevada': 1}","100","406","216","133","576","236","244","46"
"Bell's Octoberfest Beer","Bell's Brewery, Inc.","81","http://beeradvocate.com/beer/profile/287/32695/?sort=topr","Märzen / Oktoberfest","{'Oklahoma': 1, 'Minnesota': 5, 'Illinois': 15, 'Ireland': 1, 'Indiana': 5, 'Maryland': 3, 'Ontario (Canada)': 3, 'Iowa': 2, 'Wisconsin': 2, 'Michigan': 7, 'Kansas': 1, 'Virginia': 6, 'Connecticut': 1, 'Montana': 1, 'California': 1, 'Massachusetts': 1, 'South Carolina': 2, 'Georgia': 1, 'Pennsylvania': 10, 'Florida': 4, 'Kentucky': 2, 'Tennessee': 2, 'Nebraska': 1, 'Ohio': 10, 'New York': 2, 'Colorado': 1, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 2, 'District of Columbia': 4}","100","485","182","188","499","256","239","40"
"Dundee Oktoberfest","Genesee Brewing Co. / Dundee Brewing Co.","78","http://beeradvocate.com/beer/profile/302/43431/?sort=topr","Märzen / Oktoberfest","{'Oklahoma': 4, 'Wyoming': 1, 'Minnesota': 1, 'Illinois': 3, 'Indiana': 2, 'Louisiana': 1, 'Texas': 1, 'Arizona': 1, 'Wisconsin': 3, 'Michigan': 9, 'Kansas': 3, 'Virginia': 6, 'Connecticut': 1, 'District of Columbia': 2, 'New Hampshire': 2, 'Massachusetts': 5, 'West Virginia': 2, 'California': 1, 'Georgia': 5, 'Pennsylvania': 11, 'Florida': 3, 'Kentucky': 1, 'Tennessee': 1, 'Nebraska': 1, 'Missouri': 3, 'Ohio': 5, 'Rhode Island': 3, 'New Jersey': 2, 'Saskatchewan (Canada)': 1, 'North Carolina': 1, 'New York': 15}","100","344","198","101","490","210","163","78"
"Hacker-Pschorr Oktoberfest-Märzen","Hacker-Pschorr Bräu GmbH","88","http://beeradvocate.com/beer/profile/76/234/?sort=topr","Märzen / Oktoberfest","{'Mississippi': 1, 'Alberta (Canada)': 1, 'Missouri': 1, 'Minnesota': 3, 'Illinois': 5, 'Maryland': 1, 'Texas': 2, 'Arizona': 1, 'Wisconsin': 2, 'United Kingdom (Scotland)': 2, 'Michigan': 7, 'Virginia': 5, 'Connecticut': 4, 'Montana': 1, 'California': 3, 'Massachusetts': 5, 'South Carolina': 1, 'New Hampshire': 3, 'Oklahoma': 1, 'Georgia': 3, 'Pennsylvania': 11, 'Florida': 2, 'Nebraska': 1, 'District of Columbia': 3, 'Switzerland': 1, 'Iowa': 1, 'New York': 5, 'Colorado': 3, 'New Jersey': 4, 'Australia': 5, 'Washington': 1, 'North Carolina': 4, 'Tennessee': 3, 'United Kingdom (England)': 2}","100","492","219","107","547","248","274","46"
"Paulaner Oktoberfest-Märzen","Paulaner Brauerei GmbH &amp; Co. KG","87","http://beeradvocate.com/beer/profile/124/386/?sort=topr","Märzen / Oktoberfest","{'Mississippi': 1, 'Iowa': 1, 'Serbia': 1, 'Oklahoma': 4, 'Minnesota': 2, 'Illinois': 4, 'New Mexico': 1, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 2, 'Texas': 5, 'Ontario (Canada)': 4, 'Australia': 2, 'Wisconsin': 3, 'United Kingdom (Scotland)': 1, 'Kansas': 1, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 1, 'Tennessee': 1, 'California': 6, 'Massachusetts': 4, 'South Carolina': 2, 'New Hampshire': 1, 'Alberta (Canada)': 4, 'Georgia': 1, 'Pennsylvania': 9, 'Florida': 1, 'Kentucky': 2, 'Missouri': 1, 'Switzerland': 2, 'Ohio': 4, 'Alabama': 2, 'Colorado': 6, 'New Jersey': 6, 'Washington': 1, 'North Carolina': 2, 'New York': 1, 'Japan': 1}","100","521","226","132","490","255","255","44"
"OktoberFish","Flying Fish Brewing Company","81","http://beeradvocate.com/beer/profile/339/19765/?sort=topr","Märzen / Oktoberfest","{'Minnesota': 1, 'Arizona': 3, 'Colorado': 1, 'Pennsylvania': 36, 'Georgia': 1, 'Florida': 1, 'Virginia': 3, 'North Carolina': 5, 'Rhode Island': 2, 'New Jersey': 26, 'District of Columbia': 2, 'California': 3, 'Massachusetts': 1, 'West Virginia': 1, 'South Carolina': 1, 'Indiana': 1, 'Maryland': 3, 'New York': 6, 'Ohio': 3}","100","384","143","140","531","204","244","19"
"Beck's Oktoberfest","Brauerei Beck &amp; Co.","78","http://beeradvocate.com/beer/profile/32/83/?sort=topr","Märzen / Oktoberfest","{'Alberta (Canada)': 1, 'New Hampshire': 1, 'Minnesota': 2, 'Illinois': 7, 'Ohio': 3, 'Indiana': 2, 'Maryland': 3, 'Texas': 5, 'Arizona': 2, 'Iowa': 2, 'Michigan': 3, 'Kansas': 1, 'Virginia': 7, 'Jordan': 1, 'Tennessee': 1, 'California': 3, 'Massachusetts': 1, 'Germany': 1, 'Oklahoma': 1, 'Spain': 1, 'Georgia': 2, 'Pennsylvania': 16, 'Florida': 2, 'Kentucky': 4, 'Nebraska': 1, 'Wisconsin': 4, 'Colorado': 1, 'New Jersey': 4, 'Washington': 4, 'North Carolina': 6, 'New York': 6, 'Nevada': 1}","100","442","173","82","484","206","227","38"
"Shiner Oktoberfest","Spoetzl Brewery","76","http://beeradvocate.com/beer/profile/143/60642/?sort=topr","Märzen / Oktoberfest","{'Mississippi': 1, 'Oklahoma': 1, 'Wyoming': 1, 'Minnesota': 3, 'Illinois': 8, 'Arkansas': 1, 'Maryland': 1, 'Louisiana': 2, 'Texas': 12, 'Arizona': 1, 'Iowa': 1, 'Michigan': 6, 'Kansas': 1, 'Virginia': 5, 'Oregon': 1, 'Connecticut': 1, 'District of Columbia': 1, 'California': 5, 'Massachusetts': 1, 'West Virginia': 1, 'South Carolina': 1, 'Alberta (Canada)': 1, 'Wisconsin': 1, 'Georgia': 2, 'Pennsylvania': 10, 'Florida': 5, 'Kentucky': 2, 'Missouri': 2, 'Ohio': 6, 'Alabama': 1, 'Colorado': 3, 'New Jersey': 6, 'North Carolina': 1, 'Tennessee': 2, 'Japan': 1, 'Maine': 1}","100","525","184","124","480","231","249","30"
"Brooklyn Oktoberfest Beer","Brooklyn Brewery","84","http://beeradvocate.com/beer/profile/45/570/?sort=topr","Märzen / Oktoberfest","{'Mississippi': 1, 'Alberta (Canada)': 2, 'Minnesota': 12, 'Illinois': 4, 'Indiana': 2, 'Maryland': 4, 'Louisiana': 2, 'Texas': 7, 'Australia': 1, 'United Kingdom (Scotland)': 1, 'Michigan': 2, 'Virginia': 4, 'Connecticut': 3, 'Montana': 1, 'Massachusetts': 8, 'South Carolina': 4, 'Georgia': 2, 'Pennsylvania': 7, 'Florida': 6, 'Kentucky': 3, 'Missouri': 1, 'Ohio': 3, 'New York': 8, 'New Jersey': 3, 'North Carolina': 2, 'Tennessee': 3, 'United Kingdom (England)': 1, 'Maine': 2}","100","380","309","116","572","221","248","69"
"Oktoberfest","Goose Island Beer Co.","83","http://beeradvocate.com/beer/profile/1549/1470/?sort=topr","Märzen / Oktoberfest","{'Minnesota': 4, 'Illinois': 16, 'Arkansas': 2, 'Ohio': 9, 'Indiana': 6, 'Texas': 2, 'Ontario (Canada)': 1, 'Iowa': 5, 'Michigan': 8, 'Kansas': 1, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 2, 'Tennessee': 1, 'California': 1, 'Idaho': 1, 'South Carolina': 1, 'Massachusetts': 1, 'Pennsylvania': 4, 'Florida': 2, 'Kentucky': 4, 'Rhode Island': 1, 'Nebraska': 4, 'Missouri': 5, 'Wisconsin': 4, 'Colorado': 2, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 1, 'New York': 3, 'Nevada': 2}","100","337","180","91","464","166","256","28"
"Fall Fest","Abita Brewing Co.","74","http://beeradvocate.com/beer/profile/3/3000/?sort=topr","Märzen / Oktoberfest","{'Mississippi': 3, 'Oklahoma': 1, 'Minnesota': 1, 'Illinois': 4, 'New Mexico': 1, 'Ohio': 7, 'Indiana': 1, 'Louisiana': 11, 'Texas': 5, 'Ontario (Canada)': 1, 'Arizona': 2, 'Wisconsin': 3, 'Michigan': 1, 'Kansas': 1, 'Virginia': 3, 'Oregon': 1, 'New York': 10, 'California': 5, 'Massachusetts': 2, 'South Carolina': 1, 'Pennsylvania': 5, 'Florida': 5, 'Alaska': 1, 'Kentucky': 2, 'Rhode Island': 1, 'Nebraska': 1, 'Missouri': 4, 'Iowa': 1, 'Alabama': 1, 'New Jersey': 1, 'Australia': 1, 'Washington': 1, 'North Carolina': 2, 'Tennessee': 3, 'District of Columbia': 2}","95","488","127","89","415","229","187","21"
"Schell's Oktoberfest","August Schell Brewing Company","81","http://beeradvocate.com/beer/profile/417/1568/?sort=topr","Märzen / Oktoberfest","{'Alberta (Canada)': 1, 'Minnesota': 41, 'Illinois': 9, 'Indiana': 1, 'Texas': 1, 'Iowa': 4, 'Wisconsin': 9, 'Michigan': 4, 'Virginia': 1, 'Jordan': 1, 'West Virginia': 2, 'South Carolina': 1, 'California': 3, 'Pennsylvania': 4, 'Kentucky': 1, 'Rhode Island': 1, 'Nebraska': 1, 'Missouri': 2, 'Ohio': 5, 'Colorado': 4, 'Saskatchewan (Canada)': 1, 'North Carolina': 1, 'New York': 2}","100","419","176","139","538","223","241","31"
"Thomas Hooker Octoberfest Lager","Thomas Hooker Brewing Company","88","http://beeradvocate.com/beer/profile/696/12323/?sort=topr","Märzen / Oktoberfest","{'Iowa': 1, 'Maryland': 1, 'Arizona': 2, 'Wisconsin': 1, 'Utah': 1, 'Virginia': 1, 'Connecticut': 20, 'New York': 7, 'California': 2, 'Massachusetts': 16, 'West Virginia': 1, 'South Carolina': 1, 'New Hampshire': 3, 'Georgia': 6, 'Pennsylvania': 14, 'Rhode Island': 5, 'Ohio': 3, 'Colorado': 2, 'New Jersey': 5, 'Washington': 2, 'North Carolina': 2, 'Tennessee': 1, 'Maine': 3}","100","393","262","149","606","218","270","59"
"Great Lakes Oktoberfest","Great Lakes Brewing Company","91","http://beeradvocate.com/beer/profile/73/13896/?sort=topr","Märzen / Oktoberfest","{'Tennessee': 3, 'Georgia': 1, 'Wisconsin': 2, 'New Jersey': 1, 'Pennsylvania': 10, 'Michigan': 11, 'Missouri': 1, 'Florida': 1, 'Virginia': 3, 'Kentucky': 5, 'Illinois': 7, 'North Carolina': 6, 'New York': 12, 'Indiana': 1, 'Massachusetts': 3, 'District of Columbia': 4, 'Ohio': 15, 'Maryland': 1, 'Minnesota': 6, 'Montana': 1, 'Ontario (Canada)': 2}","100","428","243","147","581","270","265","64"
"Stiegl Goldbräu","Stieglbrauerei zu Salzburg GmbH","81","http://beeradvocate.com/beer/profile/817/3319/?sort=topr","Märzen / Oktoberfest","{'Oklahoma': 1, 'New Hampshire': 4, 'Minnesota': 3, 'Illinois': 12, 'Georgia': 3, 'Ohio': 3, 'Indiana': 1, 'Louisiana': 2, 'Ontario (Canada)': 3, 'Korea (North)': 1, 'Australia': 2, 'Iowa': 3, 'Michigan': 2, 'Jordan': 1, 'Virginia': 3, 'Connecticut': 2, 'Montana': 2, 'Germany': 1, 'Massachusetts': 1, 'South Carolina': 1, 'California': 12, 'Alberta (Canada)': 2, 'Vermont': 1, 'Netherlands': 1, 'Pennsylvania': 4, 'Quebec (Canada)': 1, 'Finland': 1, 'Florida': 4, 'Kentucky': 2, 'Arizona': 1, 'Missouri': 1, 'Wisconsin': 1, 'Colorado': 2, 'Mexico': 1, 'New Jersey': 3, 'Saskatchewan (Canada)': 1, 'Washington': 1, 'North Carolina': 3, 'Austria': 1, 'New York': 2, 'British Columbia (Canada)': 4}","100","745","123","124","358","249","276","27"
"Saranac Octoberfest","Matt Brewing Company","79","http://beeradvocate.com/beer/profile/99/1522/?sort=topr","Märzen / Oktoberfest","{'Oklahoma': 1, 'Indiana': 1, 'Maryland': 10, 'Ontario (Canada)': 2, 'Iowa': 1, 'Kansas': 1, 'Virginia': 9, 'Connecticut': 3, 'New York': 11, 'New Hampshire': 3, 'Massachusetts': 7, 'West Virginia': 3, 'South Carolina': 1, 'California': 1, 'Pennsylvania': 19, 'Quebec (Canada)': 1, 'Florida': 1, 'Rhode Island': 4, 'Missouri': 1, 'Ohio': 7, 'Colorado': 2, 'New Jersey': 4, 'North Carolina': 2, 'Tennessee': 3, 'Maine': 2}","100","515","166","138","466","245","302","53"
"Warsteiner Premium Oktoberfest","Warsteiner Brauerei","77","http://beeradvocate.com/beer/profile/360/12451/?sort=topr","Märzen / Oktoberfest","{'Alberta (Canada)': 1, 'Minnesota': 2, 'Illinois': 10, 'Ohio': 6, 'Indiana': 3, 'Maryland': 2, 'Texas': 4, 'Ontario (Canada)': 1, 'Iowa': 2, 'Utah': 1, 'Virginia': 1, 'Tennessee': 1, 'California': 1, 'Massachusetts': 3, 'West Virginia': 1, 'South Carolina': 3, 'Oklahoma': 3, 'Georgia': 1, 'Pennsylvania': 16, 'Florida': 6, 'Kentucky': 1, 'Rhode Island': 1, 'Missouri': 1, 'Wisconsin': 2, 'Alabama': 1, 'Colorado': 3, 'New Jersey': 4, 'Washington': 2, 'North Carolina': 6, 'New York': 9, 'Nevada': 2}","100","676","151","112","422","204","194","38"
"Hoss Rye Lager","Great Divide Brewing Company","85","http://beeradvocate.com/beer/profile/158/51631/?sort=topr","Märzen / Oktoberfest","{'Minnesota': 3, 'Illinois': 4, 'Ohio': 3, 'Indiana': 3, 'Maryland': 2, 'Louisiana': 2, 'Texas': 1, 'Iowa': 1, 'Michigan': 1, 'Kansas': 2, 'Virginia': 3, 'Oregon': 1, 'Connecticut': 1, 'New York': 4, 'California': 6, 'Massachusetts': 8, 'South Carolina': 2, 'New Hampshire': 1, 'Georgia': 2, 'Pennsylvania': 9, 'Florida': 4, 'Missouri': 4, 'Wisconsin': 1, 'Alabama': 3, 'Colorado': 9, 'New Jersey': 9, 'Washington': 4, 'North Carolina': 3, 'Tennessee': 2, 'Montana': 1, 'District of Columbia': 1}","100","360","260","170","458","214","192","92"
"Weihenstephaner Festbier","Bayerische Staatsbrauerei Weihenstephan","83","http://beeradvocate.com/beer/profile/252/6861/?sort=topr","Märzen / Oktoberfest","{'Alberta (Canada)': 1, 'Missouri': 1, 'Illinois': 5, 'Ohio': 9, 'Indiana': 3, 'Maryland': 2, 'Texas': 2, 'Ontario (Canada)': 1, 'Australia': 5, 'Iowa': 3, 'United Kingdom (Scotland)': 1, 'Michigan': 2, 'Kansas': 1, 'Virginia': 6, 'Oregon': 1, 'Connecticut': 1, 'Tennessee': 1, 'California': 5, 'Massachusetts': 7, 'South Carolina': 2, 'Georgia': 4, 'Pennsylvania': 7, 'Poland': 1, 'Florida': 8, 'Kentucky': 2, 'Rhode Island': 1, 'Arizona': 1, 'District of Columbia': 1, 'Wisconsin': 1, 'Nebraska': 2, 'New Jersey': 2, 'Washington': 2, 'North Carolina': 3, 'New York': 6}","100","839","168","166","441","247","273","41"
"Left Hand Oktoberfest","Left Hand Brewing Company","84","http://beeradvocate.com/beer/profile/418/32410/?sort=topr","Märzen / Oktoberfest","{'Iowa': 2, 'Oklahoma': 1, 'Minnesota': 7, 'Illinois': 7, 'Arkansas': 1, 'New Mexico': 1, 'Indiana': 1, 'Texas': 6, 'Arizona': 1, 'Wisconsin': 1, 'Michigan': 3, 'Kansas': 2, 'Virginia': 4, 'Connecticut': 1, 'Tennessee': 1, 'California': 2, 'Massachusetts': 5, 'South Carolina': 1, 'Jordan': 1, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 5, 'Florida': 6, 'Alaska': 1, 'Kentucky': 2, 'Rhode Island': 2, 'Nebraska': 1, 'Missouri': 4, 'Ohio': 5, 'Alabama': 1, 'Colorado': 5, 'New Jersey': 4, 'Washington': 3, 'North Carolina': 3, 'New York': 7}","100","389","268","166","616","232","264","62"
"Leinenkugel's Oktoberfest","Jacob Leinenkugel Brewing Company","72","http://beeradvocate.com/beer/profile/710/5757/?sort=topr","Märzen / Oktoberfest","{'Mississippi': 1, 'Oklahoma': 2, 'Minnesota': 3, 'Illinois': 9, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 1, 'Texas': 6, 'Wisconsin': 6, 'Michigan': 7, 'Kansas': 1, 'Virginia': 4, 'Oregon': 2, 'Connecticut': 2, 'Montana': 1, 'California': 1, 'Massachusetts': 2, 'South Carolina': 1, 'Alberta (Canada)': 1, 'Georgia': 4, 'Pennsylvania': 10, 'Florida': 4, 'Kentucky': 5, 'Missouri': 3, 'Ohio': 5, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 1, 'Washington': 1, 'North Carolina': 5, 'Tennessee': 1, 'Nevada': 1, 'Maine': 1}","100","440","145","125","432","209","200","29"
"Dogtoberfest","Flying Dog Brewery","81","http://beeradvocate.com/beer/profile/68/19651/?sort=topr","Märzen / Oktoberfest","{'Brazil': 1, 'Minnesota': 2, 'Netherlands': 1, 'Indiana': 3, 'Maryland': 9, 'Texas': 2, 'Australia': 1, 'Wisconsin': 7, 'Michigan': 4, 'Virginia': 5, 'Oregon': 1, 'Connecticut': 3, 'Tennessee': 1, 'California': 4, 'West Virginia': 3, 'South Carolina': 2, 'Georgia': 1, 'Pennsylvania': 16, 'Florida': 2, 'Sweden': 3, 'Arizona': 2, 'Ohio': 3, 'New Jersey': 10, 'North Carolina': 3, 'New York': 7, 'United Kingdom (England)': 1, 'Nevada': 1, 'Maine': 1}","100","310","245","118","509","238","243","35"
"Spaten Oktoberfestbier Ur-Märzen","Spaten-Franziskaner-Bräu","81","http://beeradvocate.com/beer/profile/142/582/?sort=topr","Märzen / Oktoberfest","{'Oklahoma': 2, 'Minnesota': 2, 'Illinois': 4, 'New Mexico': 1, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Iowa': 1, 'Wisconsin': 4, 'United Kingdom (Scotland)': 1, 'Michigan': 5, 'Utah': 1, 'Virginia': 3, 'Oregon': 3, 'Connecticut': 3, 'Montana': 1, 'California': 6, 'Massachusetts': 5, 'West Virginia': 1, 'South Carolina': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 12, 'Finland': 1, 'Florida': 3, 'Kentucky': 4, 'Rhode Island': 1, 'Nebraska': 1, 'District of Columbia': 1, 'Ohio': 4, 'Colorado': 3, 'New Jersey': 3, 'Australia': 1, 'North Carolina': 2, 'New York': 4, 'Japan': 1, 'United Kingdom (England)': 2, 'Nevada': 1}","100","525","183","122","444","223","246","28"
"Festbier","Victory Brewing Company","84","http://beeradvocate.com/beer/profile/345/1017/?sort=topr","Märzen / Oktoberfest","{'Iowa': 1, 'Minnesota': 2, 'Illinois': 5, 'Indiana': 2, 'Maryland': 4, 'Australia': 2, 'Wisconsin': 2, 'Michigan': 4, 'Virginia': 3, 'Connecticut': 4, 'Montana': 1, 'New Hampshire': 3, 'Massachusetts': 6, 'Puerto Rico': 1, 'South Carolina': 3, 'California': 6, 'Pennsylvania': 15, 'Quebec (Canada)': 1, 'Florida': 2, 'Rhode Island': 2, 'Missouri': 1, 'Ohio': 5, 'New York': 6, 'New Jersey': 8, 'Washington': 2, 'North Carolina': 2, 'Tennessee': 2, 'District of Columbia': 1, 'Maine': 3}","100","394","257","133","613","233","255","56"
"Berkshire Oktoberfest Lager","Berkshire Brewing Company Inc.","89","http://beeradvocate.com/beer/profile/33/6258/?sort=topr","Märzen / Oktoberfest","{'Minnesota': 1, 'Illinois': 2, 'Indiana': 1, 'Maryland': 1, 'Idaho': 1, 'Ontario (Canada)': 1, 'Arizona': 1, 'Wisconsin': 1, 'Virginia': 1, 'Connecticut': 17, 'New Hampshire': 2, 'Massachusetts': 38, 'South Carolina': 1, 'California': 2, 'Vermont': 3, 'Georgia': 1, 'Pennsylvania': 7, 'Rhode Island': 5, 'Ohio': 3, 'Colorado': 1, 'New Jersey': 2, 'Saskatchewan (Canada)': 1, 'New York': 7}","100","318","276","150","659","198","182","87"
"Schlafly Oktoberfest","Saint Louis Brewery / Schlafly Tap Room","83","http://beeradvocate.com/beer/profile/583/6746/?sort=topr","Märzen / Oktoberfest","{'Oklahoma': 3, 'Missouri': 17, 'Minnesota': 3, 'Illinois': 13, 'Arkansas': 1, 'Indiana': 4, 'Maryland': 7, 'Texas': 3, 'Korea (North)': 1, 'Iowa': 4, 'Kansas': 4, 'Virginia': 7, 'New York': 3, 'California': 3, 'Massachusetts': 2, 'South Carolina': 1, 'Pennsylvania': 1, 'Kentucky': 7, 'Rhode Island': 1, 'Nebraska': 1, 'District of Columbia': 2, 'Ohio': 4, 'Colorado': 3, 'New Jersey': 1, 'Tennessee': 3, 'Nevada': 1}","100","401","191","147","469","206","220","39"
"Samuel Adams Octoberfest","Boston Beer Company (Samuel Adams)","83","http://beeradvocate.com/beer/profile/35/102/?sort=topr","Märzen / Oktoberfest","{'Alberta (Canada)': 2, 'Minnesota': 3, 'Illinois': 6, 'New Mexico': 1, 'Indiana': 1, 'Maryland': 2, 'Louisiana': 1, 'Texas': 6, 'Ontario (Canada)': 2, 'Arizona': 1, 'Wisconsin': 2, 'Michigan': 5, 'Virginia': 3, 'Oregon': 1, 'New York': 4, 'California': 4, 'Massachusetts': 3, 'Puerto Rico': 1, 'South Carolina': 4, 'Georgia': 2, 'Pennsylvania': 7, 'Quebec (Canada)': 1, 'Kentucky': 2, 'Nebraska': 1, 'Missouri': 1, 'Ohio': 5, 'Alabama': 2, 'France': 1, 'Colorado': 2, 'Idaho': 1, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 3, 'Tennessee': 1, 'Montana': 1, 'United Kingdom (England)': 1, 'Nevada': 2, 'Maine': 2}","100","390","216","132","521","231","169","65"
"Oktober Fest","Stoudts Brewing Co.","83","http://beeradvocate.com/beer/profile/394/25382/?sort=topr","Märzen / Oktoberfest","{'Mississippi': 1, 'Illinois': 1, 'Ohio': 8, 'Indiana': 3, 'Maryland': 2, 'Louisiana': 1, 'Ontario (Canada)': 2, 'Wisconsin': 2, 'Michigan': 8, 'Virginia': 5, 'Connecticut': 4, 'New York': 6, 'New Hampshire': 1, 'Massachusetts': 4, 'West Virginia': 2, 'South Carolina': 1, 'California': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 25, 'Florida': 2, 'Rhode Island': 1, 'Iowa': 2, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 4, 'Tennessee': 5, 'Montana': 1}","100","547","201","152","520","265","292","52"
"Ayinger Oktober Fest-Märzen","Privatbrauerei Franz Inselkammer KG / Brauerei Aying","89","http://beeradvocate.com/beer/profile/39/1361/?sort=topr","Märzen / Oktoberfest","{'Oklahoma': 1, 'Minnesota': 1, 'Illinois': 4, 'New Mexico': 1, 'Indiana': 1, 'Louisiana': 2, 'Texas': 4, 'Ontario (Canada)': 2, 'Iowa': 1, 'Wisconsin': 2, 'Michigan': 2, 'Kansas': 1, 'Utah': 1, 'Virginia': 3, 'Oregon': 2, 'Connecticut': 1, 'New York': 2, 'California': 9, 'Massachusetts': 6, 'West Virginia': 1, 'South Carolina': 4, 'Alberta (Canada)': 1, 'Georgia': 2, 'Pennsylvania': 9, 'Florida': 1, 'Kentucky': 2, 'Rhode Island': 1, 'Missouri': 2, 'Ohio': 3, 'Colorado': 4, 'New Jersey': 4, 'Washington': 5, 'North Carolina': 6, 'Tennessee': 1, 'Japan': 1, 'Nevada': 1, 'Maine': 2, 'British Columbia (Canada)': 2}","100","543","204","147","546","257","230","50"
